originl query	freq	CPP detector and converter				JS detector and converter							
လိုုးကားသီးသနိ့	14	0.9811	လိုးကားသီးသနိ့	diff	Z	0.9999990429	လိုးကားသီးသနိ့	diff	Z	same	same		
အစၥဏီ	14	0.961	အစ္စဏီ	diff	Z	0.9955924752	အစ္စဏီ	diff	Z	same	same		
ခ်မ္းျငိမ္း(ေမွာ္၀န္း)2017ျမန္မာစာတန္းထိုး	14	1	ချမ်းငြိမ်း(မှော်ဝန်း)2017မြန်မာစာတန်းထိုး	diff	Z	1	ချမ်းငြိမ်း(မှော်ဝန်း)2017မြန်မာစာတန်းထိုး	diff	Z	same	same		
အႏိုင္	14	1	အနိုင်	diff	Z	1	အနိုင်	diff	Z	same	same		
သဇ	14	0.7274	သဇ	same	I	0.9945591731	သဇ	same	Z	diff	same		
ေအာကာမ်ာ	14	1	အောကာမျာ	diff	Z	0.9999999998	အောကာမျာ	diff	Z	same	same		
ပဌာန္း	14	0.9919	ပဌာန်း	diff	Z	0.9999952166	ပဌာန်း	diff	Z	same	same		
လိုက္ဖက္တဲ့ဘ၀ mp3	14	0.9989	လိုက်ဖက်တဲ့ဘ၀ mp3	diff	Z	0.9999975464	လိုက်ဖက်တဲ့ဘ၀ mp3	diff	Z	same	same		
2015 ခ်ဲဂဏန္း	14	1	2015 ချဲဂဏန်း	diff	Z	1	2015 ချဲဂဏန်း	diff	Z	same	same		
2dနွစ္လုံး	14	0.5192	2dနှစ်လုံး	diff	I	0.9992589525	2dနှစ်လုံး	diff	Z	diff	same		
သာဒီးလူ mp3	14	0.4142	သာဒီးလူ mp3	same	I	0.8647105284	သာဒီးလူ mp3	same	I	same	same		
ပါကင္ေလးမ်ား	14	1	ပါကင်လေးများ	diff	Z	1	ပါကင်လေးများ	diff	Z	same	same		
ေအာကား ျမန္မာ	14	1	အောကား မြန်မာ	diff	Z	1	အောကား မြန်မာ	diff	Z	same	same		
ေနထူးနုိင္	14	1	နေထူးနိုင်	diff	Z	1	နေထူးနိုင်	diff	Z	same	same		
ျကီးေမ	14	0.9999	ကြီးမေ	diff	Z	0.9999999828	ကြီးမေ	diff	Z	same	same		
ဝင္းကမာၻေက်ာ္(နည္းပညာ)	14	1	ဝင်းကမ္ဘာကျော်(နည်းပညာ)	diff	Z	1	ဝင်းကမ္ဘာကျော်(နည်းပညာ)	diff	Z	same	same		
မေလးလိုးကား	14	0.9867	မလေးလိုးကား	diff	Z	0.9999942295	မလေးလိုးကား	diff	Z	same	same		
ခ်မ္းျငိမ္း(ေမွာ္၀န္း) 18+	14	1	ချမ်းငြိမ်း(မှော်ဝန်း) 18+	diff	Z	1	ချမ်းငြိမ်း(မှော်ဝန်း) 18+	diff	Z	same	same		
ဘြတ္	14	0.9991	ဘွတ်	diff	Z	0.9999997811	ဘွတ်	diff	Z	same	same		
ေဗဒင္ အိမ္ေထာင္ေရး	14	1	ဗေဒင် အိမ်ထောင်ရေး	diff	Z	1	ဗေဒင် အိမ်ထောင်ရေး	diff	Z	same	same		
Japan sex movie ျမန္မာစာတန္းထိုး	14	1	Japan sex movie မြန်မာစာတန်းထိုး	diff	Z	1	Japan sex movie မြန်မာစာတန်းထိုး	diff	Z	same	same		
ခ်စ္သူ	14	0.9986	ချစ်သူ	diff	Z	0.9999837831	ချစ်သူ	diff	Z	same	same		
ျမန္မာဇာတ္ကားသစ္မ်ား 2017	14	1	မြန်မာဇာတ်ကားသစ်များ 2017	diff	Z	1	မြန်မာဇာတ်ကားသစ်များ 2017	diff	Z	same	same		
ျမန္မာေအာကား video	14	1	မြန်မာအောကား video	diff	Z	1	မြန်မာအောကား video	diff	Z	same	same		
သာဒီးလူ လိုသလိုသံုး	14	0.9999	သာဒီးလူ လိုသလိုသုံး	diff	Z	0.9999995581	သာဒီးလူ လိုသလိုသုံး	diff	Z	same	same		
ျမန္မာsxe	14	1	မြန်မာsxe	diff	Z	0.9999993195	မြန်မာsxe	diff	Z	same	same		
ျမန္မာ့အလင္း	14	1	မြန်မာ့အလင်း	diff	Z	1	မြန်မာ့အလင်း	diff	Z	same	same		
လမင္းမိုမို pdf	14	1	လမင်းမိုမို pdf	diff	Z	0.9999999378	လမင်းမိုမို pdf	diff	Z	same	same		
နေတိုး	14	0.4497	နတေိုး	diff	I	0.3307634568	နတေိုး	diff	I	same	same		
ျမင့္ျမတ္ movies download	14	1	မြင့်မြတ် movies download	diff	Z	1	မြင့်မြတ် movies download	diff	Z	same	same		
၇ရက္​သားသမီး​ေဗဒင္​ 2018	14	1	၇ရက်​သားသမီး​ဗေဒင်​ 2018	diff	Z	1	၇ရက်​သားသမီး​ဗေဒင်​ 2018	diff	Z	same	same		
​ေရႊထူး	14	1	​ရွှေထူး	diff	Z	0.9999861712	​ရွှေထူး	diff	Z	same	same		
ဂ်ြန္ဂို	14	0.9581	ဂျွန်ဂို	diff	Z	0.9994302671	ဂျွန်ဂို	diff	Z	same	same		
ရဲရင့္ေအာင္Album	14	1	ရဲရင့်အောင်Album	diff	Z	1	ရဲရင့်အောင်Album	diff	Z	same	same		
လိုုးကားေခ်ာင္းရိုက္	14	1	လိုးကားချောင်းရိုက်	diff	Z	1	လိုးကားချောင်းရိုက်	diff	Z	same	same		
g fattသီခ်င္းမ်ား	14	1	g fattသီချင်းများ	diff	Z	1	g fattသီချင်းများ	diff	Z	same	same		
ျပည့္တန္ဆာ	14	1	ပြည့်တန်ဆာ	diff	Z	1	ပြည့်တန်ဆာ	diff	Z	same	same		
သဇင္​ေအာကား	14	1	သဇင်​အောကား	diff	Z	0.9999999997	သဇင်​အောကား	diff	Z	same	same		
မြန်မာဘာသာ font	14	0.0002776	မွနျမာဘာသာ font	diff	U	0.001524562084	မွနျမာဘာသာ font	diff	U	same	same		
စက္ခ်ဳပ္နည္းစာအုပ္	14	1	စက်ချုပ်နည်းစာအုပ်	diff	Z	1	စက်ချုပ်နည်းစာအုပ်	diff	Z	same	same		
အျပာကာတြန္း	14	1	အပြာကာတွန်း	diff	Z	1	အပြာကာတွန်း	diff	Z	same	same		
ခင္ေမာင္ထူး mp3	14	1	ခင်မောင်ထူး mp3	diff	Z	1	ခင်မောင်ထူး mp3	diff	Z	same	same		
ဖင္​ခံ	14	1	ဖင်​ခံ	diff	Z	0.9999998433	ဖင်​ခံ	diff	Z	same	same		
ဖူးစာအုပ္မ်ား	14	0.9996	ဖူးစာအုပ်များ	diff	Z	0.9999999975	ဖူးစာအုပ်များ	diff	Z	same	same		
ေျမပဲယို	14	1	မြေပဲယို	diff	Z	0.9999999521	မြေပဲယို	diff	Z	same	same		
ေရခ်ဳိး	14	1	ရေချိုး	diff	Z	1	ရေချိုး	diff	Z	same	same		
သက်မွန်မြင့်	14	8.67E-08	သကျမှနျမွငျ့	diff	U	1.75E-07	သကျမှနျမွငျ့	diff	U	same	same		
မဂၤလာဦးည	14	1	မင်္ဂလာဦးည	diff	Z	0.9999999999	မင်္ဂလာဦးည	diff	Z	same	same		
ျမန္မာအျပာကားမ်ား	14	1	မြန်မာအပြာကားများ	diff	Z	1	မြန်မာအပြာကားများ	diff	Z	same	same		
သူ	14	0.5245	သူ	same	I	0.8591489047	သူ	same	I	same	same		
ေခ်ာင္းရိုက္မ်ား	14	1	ချောင်းရိုက်များ	diff	Z	1	ချောင်းရိုက်များ	diff	Z	same	same		
ခရစ်စတီးယားနို ရော်နယ်လ်ဒို	14	1.02E-17	ခရဈစတီးယားနို ရျောနယျလျဒို	diff	U	6.07E-17	ခရဈစတီးယားနို ရျောနယျလျဒို	diff	U	same	same		
သခ်င္	14	1	သချင်	diff	Z	0.9999999999	သချင်	diff	Z	same	same		
မ​ေနာသီခ်င္​းမ်ားmp3	14	1	မ​နောသီချင်းများmp3	diff	Z	1	မ​နောသီချင်းများmp3	diff	Z	same	same		
​ေဆာက္​ဖုတ္​	14	1	​ဆောက်​ဖုတ်​	diff	Z	0.9999999999	​ဆောက်​ဖုတ်​	diff	Z	same	same		
ပါကင္ေဖာက္	14	1	ပါကင်ဖောက်	diff	Z	1	ပါကင်ဖောက်	diff	Z	same	same		
တရုတ္	14	0.9948	တရုတ်	diff	Z	0.9998850725	တရုတ်	diff	Z	same	same		
​ေက်ာက္​ဆည္​တကၠသိုလ္​	14	1	​ကျောက်​ဆည်​တက္ကသိုလ်​	diff	Z	1	​ကျောက်​ဆည်​တက္ကသိုလ်​	diff	Z	same	same		
Ni Lar Htwe (ခ်ြန္းဖိုေလ)	14	1	Ni Lar Htwe (ချွန်းဖိုလေ)	diff	Z	1	Ni Lar Htwe (ချွန်းဖိုလေ)	diff	Z	same	same		
san (ဆန္း)	14	0.999	san (ဆန်း)	diff	Z	0.9998339972	san (ဆန်း)	diff	Z	same	same		
မန္	14	0.9994	မန်	diff	Z	0.9999584745	မန်	diff	Z	same	same		
မဟာသမယသုတ္	14	0.9972	မဟာသမယသုတ်	diff	Z	0.9999294991	မဟာသမယသုတ်	diff	Z	same	same		
ကိုကိုနိုင္	14	0.9998	ကိုကိုနိုင်	diff	Z	0.9999985875	ကိုကိုနိုင်	diff	Z	same	same		
တရာ	14	0.682	တရာ	same	I	0.3462806252	တရာ	same	I	same	same		
ဝတ္မႈန္ေရႊရည္	14	1	ဝတ်မှုန်ရွှေရည်	diff	Z	1	ဝတ်မှုန်ရွှေရည်	diff	Z	same	same		
လြမ္းပိုင္ mp3	14	1	လွမ်းပိုင် mp3	diff	Z	1	လွမ်းပိုင် mp3	diff	Z	same	same		
အ​ေလာင္​းမင္​းတရားႀကီး	14	1	အ​လောင်းမင်းတရားကြီး	diff	Z	1	အ​လောင်းမင်းတရားကြီး	diff	Z	same	same		
ကာတြန္း+ဟာသ	14	1	ကာတွန်း+ဟာသ	diff	Z	0.9999999764	ကာတွန်း+ဟာသ	diff	Z	same	same		
မာတင္်လူသာ	14	0.9671	မာတင်ျလူသာ	diff	Z	0.9991855066	မာတင်ျလူသာ	diff	Z	same	same		
ေၾကးမံု	14	1	ကြေးမုံ	diff	Z	1	ကြေးမုံ	diff	Z	same	same		
ပါ	14	0.4738	ပါ	same	I	0.5766507611	ပါ	same	I	same	same		
ျမန္မာဖင္	14	1	မြန်မာဖင်	diff	Z	1	မြန်မာဖင်	diff	Z	same	same		
ဂ်က္ကီခ်မ္း	14	1	ဂျက်ကီချမ်း	diff	Z	0.9999999999	ဂျက်ကီချမ်း	diff	Z	same	same		
သဟာေအာင္ သီခ်င္းမ်ားစုစည္းမႈ	14	1	သဟာအောင် သီချင်းများစုစည်းမှု	diff	Z	1	သဟာအောင် သီချင်းများစုစည်းမှု	diff	Z	same	same		
ေနမ်ိဳးေအာင္ video	14	1	နေမျိုးအောင် video	diff	Z	1	နေမျိုးအောင် video	diff	Z	same	same		
အကုန္သိ	14	0.9982	အကုန်သိ	diff	Z	0.9985710182	အကုန်သိ	diff	Z	same	same		
အီး ရှီး	14	0.05552	အီး ရှီး	same	I	0.00007871723562	အီး ရှီး	same	U	diff	same		
မူးရစ္​​ေဆးဝါးအ​ေၾကာင္​း	14	1	မူးရစ်​​ဆေးဝါးအ​ကြောင်း	diff	Z	1	မူးရစ်​​ဆေးဝါးအ​ကြောင်း	diff	Z	same	same		
myammarမုိးဟကုိxxx	14	1	myammarမိုးဟကိုxxx	diff	Z	1	myammarမိုးဟကိုxxx	diff	Z	same	same		
ေနမာ	13	1	နေမာ	diff	Z	0.9999963919	နေမာ	diff	Z	same	same		
စိန္ဒူးဝါး	13	0.3429	စိန်ဒူးဝါး	diff	I	0.959130557	စိန်ဒူးဝါး	diff	Z	diff	same		
မယ္ဆိုင္ဂူ	13	1	မယ်ဆိုင်ဂူ	diff	Z	0.9999999777	မယ်ဆိုင်ဂူ	diff	Z	same	same		
ျမန္မာsexy	13	1	မြန်မာsexy	diff	Z	0.9999993195	မြန်မာsexy	diff	Z	same	same		
ကေလးလုိးကား	13	1	ကလေးလိုးကား	diff	Z	1	ကလေးလိုးကား	diff	Z	same	same		
စာအုပ် download	13	0.0006339	စာအုပျ download	diff	U	0.1524269499	စာအုပျ download	diff	I	diff	same		
ပရိတ္ၾကီး ၁၁ သုတ္ စာအုပ္	13	1	ပရိတ်ကြီး ၁၁ သုတ် စာအုပ်	diff	Z	1	ပရိတ်ကြီး ၁၁ သုတ် စာအုပ်	diff	Z	same	same		
gtc ​ေက်ာင္​းသား	13	1	gtc ​ကျောင်းသား	diff	Z	1	gtc ​ကျောင်းသား	diff	Z	same	same		
္ေခးဆက္သြင္္	13	1	်ခေးဆက်သွင်	diff	Z	1	်ခေးဆက်သွင်	diff	Z	same	same		
စာစီစာကုံး free download	13	0.2891	စာစီစာကုံး free download	same	I	0.4536785103	စာစီစာကုံး free download	same	I	same	same		
ေအကားမ်ား	13	1	အေကားများ	diff	Z	0.9999999995	အေကားများ	diff	Z	same	same		
အာဇာနည္ေန႔ကဗ်ာမ်ား	13	1	အာဇာနည်နေ့ကဗျာများ	diff	Z	1	အာဇာနည်နေ့ကဗျာများ	diff	Z	same	same		
ေရႊစင္	13	1	ရွှေစင်	diff	Z	1	ရွှေစင်	diff	Z	same	same		
ဟိန္းေဝယံ	13	0.9999	ဟိန်းဝေယံ	diff	Z	1	ဟိန်းဝေယံ	diff	Z	same	same		
အင္းဝဘဏ္ online banking	13	1	အင်းဝဘဏ် online banking	diff	Z	0.9999999998	အင်းဝဘဏ် online banking	diff	Z	same	same		
အန္တီမမ	13	0.3732	အန်တီမမ	diff	I	0.9825941907	အန်တီမမ	diff	Z	diff	same		
မုိး	13	0.9999	မိုး	diff	Z	0.9999998621	မိုး	diff	Z	same	same		
မီနို	13	0.00456	မီနို	same	U	0.031751717	မီနို	same	U	same	same		
ကိုယ္​​ေစာင္​့နတ္​	13	1	ကိုယ်​​စောင့်နတ်​	diff	Z	1	ကိုယ်​​စောင့်​နတ်​	diff	Z	same	same		
1	13	-inf	1	same	Z	-Infinity	1	same	Z	same	same		
မန္ယူသတင္း	13	1	မန်ယူသတင်း	diff	Z	1	မန်ယူသတင်း	diff	Z	same	same		
စံရတီမိုးျမင့္	13	1	စံရတီမိုးမြင့်	diff	Z	1	စံရတီမိုးမြင့်	diff	Z	same	same		
ရုပ္ျပေအာစာအုပ္	13	1	ရုပ်ပြအောစာအုပ်	diff	Z	1	ရုပ်ပြအောစာအုပ်	diff	Z	same	same		
လိင္​	13	1	လိင်​	diff	Z	0.9999986723	လိင်​	diff	Z	same	same		
